,Time_Spend_Company,Number_Projects,Work_Accident,Promotion_Last_5_Years,Department,Salary,Left,AMHGroup,LEGroup,SLGroup
4593,2_T,4_NP,N_WA,N_P,0_D,high_S,N_L,intensive_H,very good_LE,high_SL
4594,4_T,4_NP,N_WA,N_P,0_D,high_S,N_L,intensive_H,insufficient_LE,low_SL
4595,2_T,4_NP,N_WA,N_P,0_D,high_S,N_L,intensive_H,very good_LE,high_SL
4596,4_T,3_NP,N_WA,N_P,0_D,high_S,N_L,intensive_H,good_LE,high_SL
4597,3_T,3_NP,Y_WA,N_P,0_D,high_S,N_L,standard_H,very good_LE,high_SL
4598,5_T,4_NP,N_WA,N_P,0_D,high_S,N_L,standard_H,very good_LE,high_SL
4599,6_T,4_NP,N_WA,N_P,0_D,low_S,N_L,intensive_H,sufficient_LE,medium_SL
4600,2_T,4_NP,N_WA,N_P,0_D,low_S,N_L,intensive_H,good_LE,high_SL
4601,3_T,2_NP,N_WA,N_P,0_D,low_S,N_L,intensive_H,insufficient_LE,low_SL
4602,5_T,3_NP,Y_WA,N_P,0_D,low_S,N_L,intensive_H,very good_LE,high_SL
4603,2_T,2_NP,Y_WA,N_P,0_D,low_S,N_L,intensive_H,good_LE,high_SL
4604,2_T,3_NP,Y_WA,N_P,0_D,low_S,N_L,intensive_H,very good_LE,high_SL
4605,3_T,5_NP,N_WA,N_P,0_D,low_S,N_L,intensive_H,very good_LE,high_SL
4606,2_T,3_NP,N_WA,N_P,0_D,low_S,N_L,standard_H,very good_LE,high_SL
4607,5_T,5_NP,N_WA,N_P,0_D,low_S,N_L,intensive_H,very good_LE,high_SL
4608,3_T,3_NP,N_WA,N_P,7_D,low_S,N_L,intensive_H,very good_LE,high_SL
4609,3_T,4_NP,N_WA,N_P,7_D,low_S,N_L,standard_H,very good_LE,high_SL
4610,3_T,3_NP,N_WA,N_P,7_D,low_S,N_L,intensive_H,very good_LE,high_SL
4611,3_T,5_NP,N_WA,N_P,8_D,low_S,N_L,intensive_H,very good_LE,high_SL
4612,5_T,2_NP,N_WA,N_P,8_D,low_S,N_L,standard_H,sufficient_LE,medium_SL
4613,3_T,4_NP,N_WA,N_P,8_D,low_S,N_L,standard_H,good_LE,high_SL
4614,3_T,3_NP,N_WA,N_P,8_D,medium_S,N_L,standard_H,very good_LE,high_SL
4615,2_T,4_NP,N_WA,N_P,1_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4616,3_T,5_NP,Y_WA,N_P,1_D,medium_S,N_L,intensive_H,good_LE,medium_SL
4617,2_T,5_NP,Y_WA,N_P,1_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4618,4_T,2_NP,N_WA,N_P,1_D,medium_S,N_L,standard_H,good_LE,high_SL
4619,3_T,4_NP,N_WA,N_P,1_D,medium_S,N_L,intensive_H,good_LE,high_SL
4620,3_T,4_NP,N_WA,N_P,1_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4621,3_T,2_NP,N_WA,N_P,1_D,medium_S,N_L,standard_H,insufficient_LE,medium_SL
4622,2_T,3_NP,N_WA,N_P,1_D,medium_S,N_L,standard_H,very good_LE,high_SL
4623,6_T,6_NP,N_WA,N_P,1_D,medium_S,N_L,intensive_H,insufficient_LE,medium_SL
4624,4_T,4_NP,N_WA,N_P,1_D,medium_S,N_L,intensive_H,sufficient_LE,medium_SL
4625,3_T,4_NP,N_WA,N_P,1_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4626,3_T,4_NP,N_WA,N_P,2_D,high_S,N_L,standard_H,sufficient_LE,medium_SL
4627,5_T,6_NP,N_WA,N_P,2_D,high_S,N_L,standard_H,insufficient_LE,low_SL
4628,2_T,3_NP,Y_WA,N_P,2_D,high_S,N_L,standard_H,very good_LE,high_SL
4629,5_T,2_NP,N_WA,N_P,2_D,high_S,N_L,standard_H,very good_LE,high_SL
4630,4_T,5_NP,Y_WA,N_P,2_D,high_S,N_L,intensive_H,insufficient_LE,low_SL
4631,3_T,5_NP,Y_WA,N_P,2_D,high_S,N_L,intensive_H,very good_LE,high_SL
4632,3_T,3_NP,N_WA,N_P,2_D,high_S,N_L,standard_H,insufficient_LE,medium_SL
4633,3_T,2_NP,N_WA,N_P,2_D,high_S,N_L,standard_H,insufficient_LE,low_SL
4634,4_T,4_NP,N_WA,N_P,2_D,low_S,N_L,intensive_H,good_LE,high_SL
4635,3_T,3_NP,Y_WA,N_P,2_D,low_S,N_L,intensive_H,very good_LE,high_SL
4636,3_T,5_NP,N_WA,N_P,2_D,low_S,N_L,standard_H,good_LE,high_SL
4637,2_T,4_NP,N_WA,N_P,1_D,low_S,N_L,standard_H,good_LE,medium_SL
4638,2_T,3_NP,N_WA,N_P,1_D,low_S,N_L,intensive_H,very good_LE,high_SL
4639,3_T,3_NP,N_WA,N_P,1_D,low_S,N_L,intensive_H,good_LE,high_SL
4640,2_T,3_NP,N_WA,N_P,9_D,low_S,N_L,standard_H,very good_LE,high_SL
4641,3_T,5_NP,N_WA,N_P,3_D,low_S,N_L,standard_H,good_LE,medium_SL
4642,2_T,2_NP,N_WA,N_P,3_D,medium_S,N_L,intensive_H,good_LE,medium_SL
4643,3_T,4_NP,N_WA,N_P,3_D,medium_S,N_L,standard_H,good_LE,high_SL
4644,3_T,3_NP,N_WA,N_P,3_D,medium_S,N_L,standard_H,good_LE,high_SL
4645,4_T,4_NP,N_WA,N_P,3_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4646,3_T,4_NP,Y_WA,N_P,4_D,medium_S,N_L,standard_H,very good_LE,high_SL
4647,3_T,3_NP,N_WA,N_P,4_D,medium_S,N_L,standard_H,sufficient_LE,medium_SL
4648,3_T,3_NP,N_WA,N_P,4_D,medium_S,N_L,intensive_H,good_LE,medium_SL
4649,5_T,6_NP,N_WA,N_P,4_D,medium_S,N_L,intensive_H,insufficient_LE,low_SL
4650,3_T,5_NP,N_WA,N_P,3_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4651,3_T,4_NP,N_WA,N_P,6_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4652,2_T,3_NP,N_WA,N_P,6_D,medium_S,N_L,intensive_H,sufficient_LE,medium_SL
4653,2_T,3_NP,N_WA,N_P,6_D,medium_S,N_L,standard_H,very good_LE,high_SL
4654,5_T,4_NP,Y_WA,N_P,6_D,medium_S,N_L,standard_H,good_LE,high_SL
4655,2_T,3_NP,N_WA,N_P,6_D,medium_S,N_L,standard_H,very good_LE,high_SL
4656,2_T,4_NP,N_WA,N_P,5_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4657,2_T,3_NP,Y_WA,N_P,0_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4658,2_T,4_NP,N_WA,N_P,7_D,medium_S,N_L,standard_H,good_LE,high_SL
4659,3_T,5_NP,N_WA,N_P,2_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4660,2_T,4_NP,N_WA,N_P,1_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4661,2_T,3_NP,N_WA,N_P,9_D,medium_S,N_L,intensive_H,good_LE,medium_SL
4662,4_T,3_NP,Y_WA,N_P,5_D,medium_S,N_L,standard_H,good_LE,high_SL
4663,4_T,5_NP,N_WA,N_P,5_D,medium_S,N_L,intensive_H,good_LE,medium_SL
4664,2_T,3_NP,N_WA,N_P,5_D,medium_S,N_L,standard_H,good_LE,high_SL
4665,4_T,3_NP,N_WA,N_P,0_D,high_S,N_L,intensive_H,good_LE,medium_SL
4666,2_T,5_NP,N_WA,N_P,0_D,low_S,N_L,standard_H,very good_LE,high_SL
4667,2_T,6_NP,Y_WA,N_P,0_D,medium_S,N_L,standard_H,good_LE,medium_SL
4668,3_T,3_NP,N_WA,N_P,0_D,medium_S,N_L,intensive_H,sufficient_LE,medium_SL
4669,2_T,4_NP,N_WA,N_P,0_D,medium_S,N_L,standard_H,very good_LE,high_SL
4670,2_T,5_NP,N_WA,N_P,0_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4671,2_T,3_NP,Y_WA,N_P,0_D,medium_S,N_L,standard_H,sufficient_LE,medium_SL
4672,3_T,4_NP,N_WA,N_P,0_D,medium_S,N_L,intensive_H,good_LE,medium_SL
4673,5_T,5_NP,Y_WA,N_P,0_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4674,4_T,5_NP,N_WA,N_P,0_D,medium_S,N_L,intensive_H,good_LE,high_SL
4675,3_T,3_NP,Y_WA,N_P,0_D,medium_S,N_L,standard_H,good_LE,medium_SL
4676,2_T,2_NP,N_WA,N_P,0_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4677,2_T,4_NP,N_WA,N_P,0_D,low_S,N_L,intensive_H,good_LE,medium_SL
4678,2_T,2_NP,N_WA,N_P,0_D,low_S,N_L,intensive_H,sufficient_LE,medium_SL
4679,2_T,3_NP,N_WA,N_P,0_D,low_S,N_L,intensive_H,good_LE,high_SL
4680,3_T,5_NP,N_WA,N_P,0_D,low_S,N_L,standard_H,sufficient_LE,medium_SL
4681,3_T,4_NP,N_WA,N_P,0_D,low_S,N_L,intensive_H,good_LE,medium_SL
4682,2_T,4_NP,N_WA,N_P,0_D,low_S,N_L,standard_H,very good_LE,high_SL
4683,4_T,4_NP,N_WA,N_P,0_D,low_S,N_L,intensive_H,insufficient_LE,low_SL
4684,4_T,4_NP,N_WA,N_P,7_D,high_S,N_L,intensive_H,good_LE,medium_SL
4685,4_T,4_NP,Y_WA,N_P,7_D,low_S,N_L,intensive_H,insufficient_LE,low_SL
4686,3_T,4_NP,N_WA,N_P,7_D,high_S,N_L,intensive_H,good_LE,medium_SL
4687,2_T,4_NP,N_WA,N_P,8_D,high_S,N_L,standard_H,very good_LE,high_SL
4688,4_T,4_NP,N_WA,N_P,8_D,low_S,N_L,intensive_H,very good_LE,high_SL
4689,2_T,3_NP,N_WA,N_P,8_D,low_S,N_L,intensive_H,good_LE,high_SL
4690,4_T,2_NP,N_WA,N_P,8_D,high_S,N_L,intensive_H,sufficient_LE,medium_SL
4691,6_T,6_NP,N_WA,N_P,1_D,low_S,N_L,standard_H,very good_LE,high_SL
4692,3_T,5_NP,N_WA,N_P,1_D,medium_S,N_L,standard_H,sufficient_LE,medium_SL
4693,2_T,3_NP,N_WA,N_P,1_D,high_S,N_L,intensive_H,good_LE,high_SL
4694,5_T,3_NP,Y_WA,N_P,1_D,medium_S,N_L,intensive_H,good_LE,high_SL
4695,3_T,4_NP,N_WA,N_P,1_D,medium_S,N_L,standard_H,insufficient_LE,medium_SL
4696,2_T,3_NP,N_WA,N_P,1_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4697,3_T,4_NP,N_WA,N_P,1_D,medium_S,N_L,standard_H,good_LE,medium_SL
4698,6_T,4_NP,N_WA,N_P,1_D,high_S,N_L,intensive_H,insufficient_LE,low_SL
4699,2_T,3_NP,N_WA,N_P,1_D,medium_S,N_L,intensive_H,good_LE,medium_SL
4700,3_T,4_NP,N_WA,N_P,1_D,medium_S,N_L,intensive_H,good_LE,high_SL
4701,2_T,3_NP,N_WA,N_P,1_D,medium_S,N_L,standard_H,insufficient_LE,low_SL
4702,2_T,4_NP,Y_WA,N_P,2_D,high_S,N_L,standard_H,very good_LE,high_SL
4703,3_T,3_NP,N_WA,N_P,2_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4704,2_T,3_NP,N_WA,N_P,2_D,high_S,N_L,standard_H,sufficient_LE,medium_SL
4705,2_T,5_NP,N_WA,N_P,2_D,low_S,N_L,standard_H,very good_LE,high_SL
4706,3_T,3_NP,N_WA,N_P,2_D,medium_S,N_L,standard_H,very good_LE,high_SL
4707,3_T,4_NP,N_WA,N_P,2_D,medium_S,N_L,intensive_H,sufficient_LE,medium_SL
4708,3_T,3_NP,N_WA,N_P,2_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4709,4_T,5_NP,N_WA,N_P,2_D,medium_S,N_L,intensive_H,sufficient_LE,medium_SL
4710,3_T,3_NP,N_WA,N_P,2_D,low_S,N_L,standard_H,very good_LE,high_SL
4711,4_T,4_NP,Y_WA,N_P,2_D,low_S,N_L,intensive_H,good_LE,high_SL
4712,2_T,4_NP,N_WA,N_P,2_D,low_S,N_L,intensive_H,very good_LE,high_SL
4713,3_T,5_NP,N_WA,N_P,1_D,low_S,N_L,standard_H,good_LE,high_SL
4714,4_T,3_NP,N_WA,N_P,1_D,low_S,N_L,standard_H,very good_LE,high_SL
4715,2_T,5_NP,N_WA,N_P,1_D,low_S,N_L,standard_H,good_LE,medium_SL
4716,3_T,4_NP,N_WA,N_P,9_D,low_S,N_L,standard_H,very good_LE,high_SL
4717,2_T,2_NP,N_WA,N_P,3_D,low_S,N_L,standard_H,good_LE,medium_SL
4718,3_T,4_NP,N_WA,N_P,3_D,low_S,N_L,intensive_H,very good_LE,high_SL
4719,2_T,4_NP,N_WA,N_P,3_D,low_S,N_L,standard_H,very good_LE,high_SL
4720,3_T,3_NP,N_WA,N_P,3_D,high_S,N_L,intensive_H,sufficient_LE,medium_SL
4721,2_T,3_NP,N_WA,N_P,3_D,low_S,N_L,standard_H,insufficient_LE,medium_SL
4722,2_T,3_NP,Y_WA,N_P,4_D,low_S,N_L,standard_H,sufficient_LE,medium_SL
4723,4_T,4_NP,Y_WA,N_P,4_D,low_S,N_L,intensive_H,sufficient_LE,medium_SL
4724,2_T,3_NP,Y_WA,N_P,4_D,low_S,N_L,intensive_H,very good_LE,high_SL
4725,3_T,5_NP,Y_WA,N_P,4_D,high_S,N_L,standard_H,very good_LE,high_SL
4726,3_T,4_NP,N_WA,N_P,3_D,low_S,N_L,intensive_H,sufficient_LE,medium_SL
4727,3_T,4_NP,Y_WA,Y_P,6_D,low_S,N_L,standard_H,good_LE,high_SL
4728,4_T,3_NP,N_WA,Y_P,6_D,low_S,N_L,standard_H,insufficient_LE,low_SL
4729,3_T,4_NP,N_WA,Y_P,6_D,high_S,N_L,standard_H,good_LE,medium_SL
4730,4_T,6_NP,N_WA,Y_P,6_D,low_S,N_L,intensive_H,good_LE,high_SL
4731,2_T,3_NP,N_WA,Y_P,6_D,medium_S,N_L,standard_H,very good_LE,high_SL
4732,3_T,4_NP,Y_WA,Y_P,5_D,high_S,N_L,standard_H,good_LE,high_SL
4733,2_T,4_NP,Y_WA,Y_P,0_D,medium_S,N_L,standard_H,sufficient_LE,medium_SL
4734,3_T,4_NP,N_WA,Y_P,7_D,high_S,N_L,standard_H,very good_LE,high_SL
4735,5_T,6_NP,Y_WA,Y_P,2_D,medium_S,N_L,intensive_H,insufficient_LE,low_SL
4736,3_T,3_NP,N_WA,Y_P,1_D,medium_S,N_L,standard_H,very good_LE,high_SL
4737,2_T,3_NP,N_WA,Y_P,9_D,medium_S,N_L,standard_H,sufficient_LE,medium_SL
4738,3_T,3_NP,Y_WA,Y_P,5_D,medium_S,N_L,intensive_H,good_LE,high_SL
4739,4_T,3_NP,N_WA,N_P,5_D,medium_S,N_L,standard_H,sufficient_LE,medium_SL
4740,3_T,3_NP,N_WA,N_P,5_D,medium_S,N_L,intensive_H,good_LE,high_SL
4741,3_T,4_NP,Y_WA,N_P,0_D,medium_S,N_L,intensive_H,good_LE,medium_SL
4742,2_T,4_NP,Y_WA,N_P,0_D,medium_S,N_L,standard_H,sufficient_LE,medium_SL
4743,3_T,5_NP,N_WA,N_P,0_D,high_S,N_L,intensive_H,very good_LE,high_SL
4744,3_T,4_NP,N_WA,N_P,0_D,low_S,N_L,intensive_H,good_LE,medium_SL
4745,3_T,4_NP,N_WA,N_P,0_D,medium_S,N_L,standard_H,sufficient_LE,medium_SL
4746,2_T,3_NP,N_WA,N_P,0_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4747,2_T,3_NP,N_WA,N_P,0_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4748,4_T,5_NP,N_WA,N_P,0_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4749,3_T,5_NP,N_WA,N_P,0_D,medium_S,N_L,intensive_H,good_LE,high_SL
4750,3_T,4_NP,N_WA,N_P,0_D,medium_S,N_L,intensive_H,insufficient_LE,low_SL
4751,5_T,5_NP,Y_WA,N_P,0_D,medium_S,N_L,standard_H,insufficient_LE,low_SL
4752,2_T,4_NP,N_WA,N_P,0_D,medium_S,N_L,intensive_H,sufficient_LE,medium_SL
4753,3_T,3_NP,N_WA,N_P,0_D,medium_S,N_L,standard_H,very good_LE,high_SL
4754,4_T,3_NP,N_WA,N_P,0_D,high_S,N_L,standard_H,very good_LE,high_SL
4755,2_T,3_NP,N_WA,N_P,0_D,low_S,N_L,standard_H,very good_LE,high_SL
4756,3_T,3_NP,N_WA,N_P,0_D,low_S,N_L,standard_H,very good_LE,high_SL
4757,3_T,5_NP,N_WA,N_P,0_D,low_S,N_L,standard_H,very good_LE,high_SL
4758,2_T,5_NP,N_WA,N_P,0_D,high_S,N_L,standard_H,very good_LE,high_SL
4759,3_T,4_NP,N_WA,N_P,0_D,low_S,N_L,intensive_H,good_LE,medium_SL
4760,2_T,3_NP,Y_WA,N_P,7_D,low_S,N_L,intensive_H,good_LE,high_SL
4761,3_T,3_NP,Y_WA,N_P,7_D,low_S,N_L,standard_H,good_LE,medium_SL
4762,3_T,3_NP,N_WA,N_P,7_D,high_S,N_L,intensive_H,very good_LE,high_SL
4763,5_T,5_NP,N_WA,N_P,8_D,low_S,N_L,intensive_H,insufficient_LE,low_SL
4764,3_T,3_NP,N_WA,N_P,8_D,low_S,N_L,standard_H,very good_LE,high_SL
4765,2_T,4_NP,N_WA,N_P,8_D,low_S,N_L,intensive_H,very good_LE,high_SL
4766,3_T,4_NP,N_WA,N_P,8_D,low_S,N_L,standard_H,very good_LE,high_SL
4767,4_T,3_NP,N_WA,N_P,1_D,low_S,N_L,standard_H,very good_LE,high_SL
4768,4_T,3_NP,N_WA,N_P,1_D,low_S,N_L,intensive_H,very good_LE,high_SL
4769,2_T,5_NP,N_WA,N_P,1_D,low_S,N_L,standard_H,insufficient_LE,low_SL
4770,4_T,6_NP,N_WA,N_P,1_D,medium_S,N_L,standard_H,very good_LE,high_SL
4771,2_T,3_NP,Y_WA,N_P,1_D,medium_S,N_L,intensive_H,sufficient_LE,medium_SL
4772,3_T,3_NP,N_WA,N_P,1_D,medium_S,N_L,standard_H,good_LE,medium_SL
4773,2_T,5_NP,Y_WA,N_P,1_D,medium_S,N_L,standard_H,very good_LE,high_SL
4774,3_T,2_NP,N_WA,N_P,1_D,medium_S,N_L,standard_H,insufficient_LE,medium_SL
4775,3_T,5_NP,Y_WA,N_P,1_D,medium_S,N_L,standard_H,very good_LE,high_SL
4776,3_T,3_NP,N_WA,N_P,1_D,medium_S,N_L,intensive_H,good_LE,medium_SL
4777,3_T,4_NP,Y_WA,N_P,1_D,medium_S,N_L,standard_H,good_LE,medium_SL
4778,3_T,3_NP,N_WA,N_P,2_D,medium_S,N_L,standard_H,good_LE,medium_SL
4779,4_T,3_NP,N_WA,N_P,2_D,medium_S,N_L,intensive_H,good_LE,medium_SL
4780,4_T,4_NP,N_WA,N_P,2_D,medium_S,N_L,standard_H,very good_LE,high_SL
4781,3_T,3_NP,N_WA,N_P,2_D,medium_S,N_L,standard_H,good_LE,high_SL
4782,2_T,4_NP,N_WA,N_P,2_D,high_S,N_L,standard_H,good_LE,high_SL
4783,4_T,2_NP,N_WA,N_P,2_D,low_S,N_L,standard_H,insufficient_LE,medium_SL
4784,6_T,3_NP,N_WA,N_P,2_D,medium_S,N_L,intensive_H,insufficient_LE,low_SL
4785,2_T,3_NP,N_WA,N_P,2_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4786,2_T,4_NP,Y_WA,N_P,2_D,medium_S,N_L,standard_H,good_LE,high_SL
4787,2_T,4_NP,N_WA,N_P,2_D,medium_S,N_L,standard_H,very good_LE,high_SL
4788,4_T,2_NP,N_WA,N_P,2_D,low_S,N_L,standard_H,very good_LE,high_SL
4789,3_T,4_NP,Y_WA,N_P,1_D,low_S,N_L,intensive_H,very good_LE,high_SL
4790,4_T,4_NP,N_WA,N_P,1_D,low_S,N_L,standard_H,good_LE,high_SL
4791,3_T,4_NP,N_WA,N_P,1_D,low_S,N_L,standard_H,good_LE,high_SL
4792,3_T,3_NP,N_WA,N_P,9_D,low_S,N_L,intensive_H,good_LE,medium_SL
4793,2_T,4_NP,N_WA,N_P,3_D,low_S,N_L,standard_H,sufficient_LE,medium_SL
4794,5_T,2_NP,N_WA,N_P,3_D,low_S,N_L,intensive_H,insufficient_LE,low_SL
4795,3_T,5_NP,N_WA,N_P,3_D,low_S,N_L,intensive_H,sufficient_LE,medium_SL
4796,2_T,5_NP,N_WA,N_P,3_D,low_S,N_L,intensive_H,good_LE,high_SL
4797,3_T,4_NP,Y_WA,N_P,3_D,low_S,N_L,intensive_H,very good_LE,high_SL
4798,6_T,5_NP,N_WA,N_P,4_D,low_S,N_L,intensive_H,insufficient_LE,medium_SL
4799,3_T,2_NP,N_WA,N_P,4_D,low_S,N_L,standard_H,insufficient_LE,medium_SL
4800,3_T,5_NP,N_WA,N_P,4_D,low_S,N_L,intensive_H,very good_LE,high_SL
4801,5_T,4_NP,N_WA,N_P,4_D,low_S,N_L,intensive_H,insufficient_LE,low_SL
4802,3_T,4_NP,N_WA,N_P,3_D,low_S,N_L,intensive_H,very good_LE,high_SL
4803,5_T,2_NP,N_WA,N_P,6_D,low_S,N_L,standard_H,insufficient_LE,low_SL
4804,3_T,4_NP,N_WA,N_P,6_D,low_S,N_L,standard_H,very good_LE,high_SL
4805,2_T,3_NP,Y_WA,N_P,6_D,low_S,N_L,standard_H,sufficient_LE,medium_SL
4806,3_T,4_NP,N_WA,N_P,6_D,low_S,N_L,standard_H,good_LE,medium_SL
4807,3_T,4_NP,N_WA,N_P,6_D,low_S,N_L,standard_H,sufficient_LE,medium_SL
4808,3_T,3_NP,N_WA,N_P,5_D,low_S,N_L,intensive_H,sufficient_LE,medium_SL
4809,2_T,4_NP,Y_WA,N_P,0_D,medium_S,N_L,standard_H,very good_LE,high_SL
4810,3_T,4_NP,N_WA,N_P,7_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4811,3_T,4_NP,Y_WA,N_P,2_D,medium_S,N_L,intensive_H,good_LE,medium_SL
4812,3_T,2_NP,N_WA,N_P,1_D,medium_S,N_L,intensive_H,insufficient_LE,low_SL
4813,3_T,3_NP,N_WA,N_P,9_D,medium_S,N_L,intensive_H,good_LE,high_SL
4814,2_T,4_NP,N_WA,N_P,5_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4815,3_T,4_NP,N_WA,N_P,5_D,medium_S,N_L,standard_H,very good_LE,high_SL
4816,3_T,3_NP,Y_WA,N_P,5_D,medium_S,N_L,intensive_H,good_LE,medium_SL
4817,3_T,4_NP,N_WA,N_P,0_D,medium_S,N_L,intensive_H,insufficient_LE,medium_SL
4818,2_T,3_NP,N_WA,N_P,0_D,medium_S,N_L,standard_H,sufficient_LE,medium_SL
4819,2_T,3_NP,N_WA,N_P,0_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4820,3_T,4_NP,N_WA,N_P,0_D,medium_S,N_L,standard_H,good_LE,high_SL
4821,3_T,4_NP,N_WA,N_P,0_D,high_S,N_L,intensive_H,good_LE,high_SL
4822,5_T,3_NP,N_WA,N_P,0_D,low_S,N_L,intensive_H,good_LE,high_SL
4823,2_T,5_NP,N_WA,N_P,0_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4824,2_T,3_NP,N_WA,N_P,0_D,medium_S,N_L,standard_H,good_LE,medium_SL
4825,3_T,4_NP,N_WA,N_P,0_D,medium_S,N_L,standard_H,very good_LE,high_SL
4826,2_T,5_NP,N_WA,N_P,0_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4827,2_T,4_NP,N_WA,N_P,0_D,low_S,N_L,standard_H,good_LE,high_SL
4828,5_T,4_NP,N_WA,N_P,0_D,low_S,N_L,intensive_H,insufficient_LE,low_SL
4829,3_T,3_NP,N_WA,N_P,0_D,low_S,N_L,standard_H,very good_LE,high_SL
4830,4_T,2_NP,N_WA,N_P,0_D,low_S,N_L,standard_H,sufficient_LE,medium_SL
4831,2_T,5_NP,N_WA,N_P,0_D,low_S,N_L,standard_H,very good_LE,high_SL
4832,2_T,5_NP,N_WA,N_P,0_D,low_S,N_L,standard_H,good_LE,high_SL
4833,5_T,5_NP,N_WA,N_P,0_D,low_S,N_L,standard_H,insufficient_LE,low_SL
4834,3_T,4_NP,Y_WA,N_P,0_D,low_S,N_L,intensive_H,good_LE,high_SL
4835,3_T,5_NP,Y_WA,N_P,0_D,low_S,N_L,intensive_H,very good_LE,high_SL
4836,4_T,3_NP,N_WA,N_P,7_D,low_S,N_L,standard_H,sufficient_LE,medium_SL
4837,4_T,6_NP,N_WA,N_P,7_D,low_S,N_L,intensive_H,insufficient_LE,low_SL
4838,3_T,6_NP,N_WA,N_P,7_D,low_S,N_L,standard_H,sufficient_LE,medium_SL
4839,3_T,3_NP,N_WA,N_P,8_D,low_S,N_L,intensive_H,good_LE,high_SL
4840,2_T,4_NP,N_WA,N_P,8_D,low_S,N_L,intensive_H,very good_LE,high_SL
4841,3_T,3_NP,N_WA,N_P,8_D,low_S,N_L,standard_H,good_LE,high_SL
4842,4_T,4_NP,N_WA,N_P,8_D,low_S,N_L,intensive_H,insufficient_LE,low_SL
4843,5_T,4_NP,N_WA,N_P,1_D,low_S,N_L,standard_H,good_LE,high_SL
4844,2_T,4_NP,N_WA,N_P,1_D,low_S,N_L,standard_H,good_LE,high_SL
4845,3_T,5_NP,N_WA,N_P,1_D,low_S,N_L,standard_H,sufficient_LE,medium_SL
4846,3_T,4_NP,N_WA,N_P,1_D,low_S,N_L,standard_H,sufficient_LE,medium_SL
4847,3_T,3_NP,Y_WA,N_P,1_D,low_S,N_L,standard_H,very good_LE,high_SL
4848,6_T,5_NP,N_WA,N_P,1_D,medium_S,N_L,standard_H,insufficient_LE,low_SL
4849,3_T,4_NP,N_WA,N_P,1_D,medium_S,N_L,standard_H,good_LE,high_SL
4850,2_T,4_NP,N_WA,N_P,1_D,medium_S,N_L,standard_H,good_LE,medium_SL
4851,3_T,3_NP,N_WA,N_P,1_D,medium_S,N_L,standard_H,insufficient_LE,low_SL
4852,2_T,2_NP,N_WA,N_P,1_D,medium_S,N_L,standard_H,very good_LE,high_SL
4853,4_T,3_NP,N_WA,N_P,1_D,medium_S,N_L,intensive_H,good_LE,high_SL
4854,2_T,4_NP,N_WA,N_P,2_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4855,3_T,4_NP,N_WA,N_P,2_D,medium_S,N_L,standard_H,very good_LE,high_SL
4856,4_T,6_NP,N_WA,N_P,2_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4857,2_T,3_NP,N_WA,N_P,2_D,medium_S,N_L,intensive_H,sufficient_LE,medium_SL
4858,2_T,4_NP,N_WA,N_P,2_D,medium_S,N_L,standard_H,good_LE,medium_SL
4859,3_T,5_NP,Y_WA,N_P,2_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4860,6_T,4_NP,N_WA,N_P,2_D,high_S,N_L,intensive_H,sufficient_LE,medium_SL
4861,2_T,5_NP,N_WA,N_P,2_D,low_S,N_L,standard_H,sufficient_LE,medium_SL
4862,3_T,4_NP,N_WA,N_P,2_D,medium_S,N_L,standard_H,good_LE,high_SL
4863,3_T,4_NP,N_WA,N_P,2_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4864,3_T,3_NP,Y_WA,N_P,2_D,medium_S,N_L,standard_H,very good_LE,high_SL
4865,2_T,3_NP,N_WA,N_P,1_D,medium_S,N_L,intensive_H,very good_LE,high_SL
4866,2_T,4_NP,Y_WA,N_P,1_D,low_S,N_L,intensive_H,very good_LE,high_SL
